,Name,Super Power,Super Power Processed
3139,Lobo,Omnilingualism,Omnilingualism
3140,Loki,Accelerated Healing,Accelerated Healing
3141,Loki,Durability,Durability
3142,Loki,Flight,F l i g h t
3143,Loki,Longevity,Longevity
3144,Loki,Intelligence,Intelligence
3145,Loki,Super Strength,Super Strength
3146,Loki,Stamina,S t a m i n a
3147,Loki,Energy Beams,Energy Beams
3148,Loki,Magic,M a g i c
3149,Loki,Shapeshifting,Shapeshifting
3150,Loki,Psionic Powers,Psionic Powers
3151,Loki,Toxin and Disease Resistance,"Toxin,Disease Resis"
3152,Loki,Omnilingualism,Omnilingualism
3153,Loki,Portal Creation,Portal Creation
3154,Longshot,Agility,A g i l i t y
3155,Longshot,Telepathy,Telepathy
3156,Longshot,Stamina,S t a m i n a
3157,Longshot,Super Speed,Super Speed
3158,Longshot,Reflexes,Reflexes
3159,Longshot,Psionic Powers,Psionic Powers
3160,Longshot,Probability Manipulation,Prob Manipulation
3161,Lord Voldemort,Accelerated Healing,Accelerated Healing
3162,Lord Voldemort,Stealth,S t e a l t h
3163,Lord Voldemort,Flight,F l i g h t
3164,Lord Voldemort,Intelligence,Intelligence
3165,Lord Voldemort,Telepathy,Telepathy
3166,Lord Voldemort,Energy Blasts,Energy Blasts
3167,Lord Voldemort,Possession,Possession
3168,Lord Voldemort,Darkforce Manipulation,Darkforce Manipulation
3169,Lord Voldemort,Teleportation,Teleportation
3170,Lord Voldemort,Magic,M a g i c
3171,Lord Voldemort,Shapeshifting,Shapeshifting
3172,Lord Voldemort,Fire Control,Fire Control
3173,Lord Voldemort,Invulnerability,Invulnerability
3174,Lord Voldemort,Energy Constructs,Energy Constructs
3175,Lord Voldemort,Force Fields,Force Fields
3176,Lord Voldemort,Animal Control,Animal Control
3177,Lord Voldemort,Levitation,Levitation
3178,Lord Voldemort,Toxin and Disease Control,"Toxin,Disease Control"
3179,Lord Voldemort,Plant Control,Plant Control
3180,Lord Voldemort,Resurrection,Resurrection
3181,Lord Voldemort,Weather Control,Weather Control
3182,Lord Voldemort,Reality Warping,Reality Warping
3183,Luke Cage,Accelerated Healing,Accelerated Healing
3184,Luke Cage,Durability,Durability
3185,Luke Cage,Super Strength,Super Strength
3186,Luke Cage,Stamina,S t a m i n a
3187,Luke Cage,Jump,J u m p
3188,Luke Cage,Invulnerability,Invulnerability
3189,Luke Campbell,Radiation Control,Radiation Control
3190,Luke Skywalker,Agility,A g i l i t y
3191,Luke Skywalker,Accelerated Healing,Accelerated Healing
3192,Luke Skywalker,Stealth,S t e a l t h
3193,Luke Skywalker,Danger Sense,Danger Sense
3194,Luke Skywalker,Marksmanship,Marksmanship
3195,Luke Skywalker,Weapons Master,Weapons Master
3196,Luke Skywalker,Intelligence,Intelligence
3197,Luke Skywalker,Telepathy,Telepathy
3198,Luke Skywalker,Energy Blasts,Energy Blasts
3199,Luke Skywalker,Super Speed,Super Speed
3200,Luke Skywalker,Enhanced Senses,Enhanced Senses
3201,Luke Skywalker,Telekinesis,Telekinesis
3202,Luke Skywalker,Jump,J u m p
3203,Luke Skywalker,Astral Projection,Astral Projection
3204,Luke Skywalker,Reflexes,Reflexes
3205,Luke Skywalker,Force Fields,Force Fields
3206,Luke Skywalker,Empathy,E m p a t h y
3207,Luke Skywalker,Psionic Powers,Psionic Powers
3208,Luke Skywalker,Precognition,Precognition
3209,Luke Skywalker,Enhanced Hearing,Enhanced Hearing
3210,Luke Skywalker,Hypnokinesis,Hypnokinesis
3211,Luke Skywalker,Light Control,Light Control
3212,Luke Skywalker,Illusions,Illusions
3213,Luke Skywalker,Cloaking,Cloaking
3214,Luke Skywalker,The Force,The Force
3215,Luna,Psionic Powers,Psionic Powers
3216,Lyja,Energy Blasts,Energy Blasts
3217,Lyja,Size Changing,Size Changing
3218,Lyja,Shapeshifting,Shapeshifting
3219,MODOK,Agility,A g i l i t y
3220,MODOK,Flight,F l i g h t
3221,MODOK,Weapons Master,Weapons Master
3222,MODOK,Longevity,Longevity
3223,MODOK,Intelligence,Intelligence
3224,MODOK,Telepathy,Telepathy
3225,MODOK,Energy Blasts,Energy Blasts
3226,MODOK,Telekinesis,Telekinesis
3227,MODOK,Force Fields,Force Fields
3228,MODOK,Empathy,E m p a t h y
3229,MODOK,Psionic Powers,Psionic Powers
3230,MODOK,Technopath/Cyberpath,Technopath/Cyberpath
3231,MODOK,Heat Generation,Heat Generation
3232,MODOK,Levitation,Levitation
3233,MODOK,Illusions,Illusions
3234,Mach-IV,Durability,Durability
3235,Mach-IV,Flight,F l i g h t
3236,Mach-IV,Super Strength,Super Strength
3237,Mach-IV,Super Speed,Super Speed
3238,Mach-IV,Weapon-based Powers,Weapon-based Powers
3239,Machine Man,Durability,Durability
3240,Machine Man,Flight,F l i g h t
3241,Machine Man,Super Strength,Super Strength
3242,Machine Man,Stamina,S t a m i n a
3243,Machine Man,Weapon-based Powers,Weapon-based Powers
3244,Magneto,Durability,Durability
3245,Magneto,Flight,F l i g h t
3246,Magneto,Intelligence,Intelligence
3247,Magneto,Super Strength,Super Strength
3248,Magneto,Stamina,S t a m i n a
3249,Magneto,Enhanced Senses,Enhanced Senses
3250,Magneto,Energy Beams,Energy Beams
3251,Magneto,Force Fields,Force Fields
3252,Magneto,Telepathy Resistance,Telepathy Resistance
3253,Magneto,Magnetism,Magnetism
3254,Magog,Durability,Durability
3255,Magog,Super Strength,Super Strength
3256,Magog,Energy Blasts,Energy Blasts
3257,Magog,Energy Beams,Energy Beams
3258,Magus,Energy Absorption,Energy Absorption
3259,Magus,Flight,F l i g h t
3260,Magus,Super Strength,Super Strength
3261,Magus,Size Changing,Size Changing
3262,Magus,Electrokinesis,Electrokinesis
3263,Magus,Shapeshifting,Shapeshifting
3264,Magus,Immortality,Immortality
3265,Magus,Elasticity,Elasticity
3266,Magus,Technopath/Cyberpath,Technopath/Cyberpath
3267,Magus,Omnilingualism,Omnilingualism
3268,Man of Miracles,Accelerated Healing,Accelerated Healing
3269,Man of Miracles,Dimensional Awareness,Dimensional Awareness
3270,Man of Miracles,Energy Absorption,Energy Absorption
3271,Man of Miracles,Danger Sense,Danger Sense
3272,Man of Miracles,Longevity,Longevity
3273,Man of Miracles,Intelligence,Intelligence
3274,Man of Miracles,Super Strength,Super Strength
3275,Man of Miracles,Telepathy,Telepathy
3276,Man of Miracles,Super Speed,Super Speed
3277,Man of Miracles,Teleportation,Teleportation
3278,Man of Miracles,Telekinesis,Telekinesis
3279,Man of Miracles,Magic,M a g i c
3280,Man of Miracles,Immortality,Immortality
3281,Man of Miracles,Element Control,Element Control
3282,Man of Miracles,Phasing,P h a s i n g
3283,Man of Miracles,Astral Projection,Astral Projection
3284,Man of Miracles,Invulnerability,Invulnerability
3285,Man of Miracles,Energy Constructs,Energy Constructs
3286,Man of Miracles,Precognition,Precognition
3287,Man of Miracles,Enhanced Hearing,Enhanced Hearing
3288,Man of Miracles,Enhanced Sight,Enhanced Sight
3289,Man of Miracles,Molecular Manipulation,Molecular Manipulation
3290,Man of Miracles,Adaptation,Adaptation
3291,Man of Miracles,Probability Manipulation,Prob Manipulation
3292,Man of Miracles,Gravity Control,Gravity Control
3293,Man of Miracles,Energy Manipulation,Energy Manipulation
3294,Man of Miracles,Time Travel,Time Travel
3295,Man of Miracles,Enhanced Smell,Enhanced Smell
3296,Man of Miracles,Omnipotent,Omnipotent
3297,Man of Miracles,Omnilingualism,Omnilingualism
3298,Man of Miracles,Time Manipulation,Time Manipulation
3299,Man of Miracles,Reality Warping,Reality Warping
3300,Man of Miracles,Omnipresent,Omnipresent
3301,Man of Miracles,Omniscient,Omniscient
3302,Man-Bat,Agility,A g i l i t y
3303,Man-Bat,Flight,F l i g h t
3304,Man-Bat,Animal Attributes,Animal Attributes
3305,Man-Bat,Super Strength,Super Strength
3306,Man-Bat,Super Speed,Super Speed
3307,Man-Bat,Animal Oriented Powers,Animal Oriented Powers
3308,Man-Bat,Shapeshifting,Shapeshifting
3309,Man-Bat,Reflexes,Reflexes
3310,Man-Bat,Enhanced Hearing,Enhanced Hearing
3311,Man-Bat,Echolocation,Echolocation
3312,Man-Bat,Natural Weapons,Natural Weapons
3313,Man-Thing,Durability,Durability
3314,Man-Thing,Stealth,S t e a l t h
3315,Man-Thing,Underwater breathing,Underwater breathing
3316,Man-Thing,Super Strength,Super Strength
3317,Man-Thing,Immortality,Immortality
3318,Man-Thing,Invulnerability,Invulnerability
3319,Man-Thing,Empathy,E m p a t h y
3320,Man-Thing,Substance Secretion,Substance Secretion
3321,Man-Thing,Toxin and Disease Control,"Toxin,Disease Control"
3322,Man-Thing,Natural Weapons,Natural Weapons
3323,Man-Thing,Toxin and Disease Resistance,"Toxin,Disease Resis"
3324,Man-Wolf,Agility,A g i l i t y
3325,Man-Wolf,Accelerated Healing,Accelerated Healing
3326,Man-Wolf,Super Strength,Super Strength
3327,Man-Wolf,Stamina,S t a m i n a
3328,Man-Wolf,Super Speed,Super Speed
3329,Man-Wolf,Animal Oriented Powers,Animal Oriented Powers
3330,Man-Wolf,Enhanced Senses,Enhanced Senses
3331,Man-Wolf,Enhanced Hearing,Enhanced Hearing
3332,Man-Wolf,Vision - Thermal,Vision - Thermal
3333,Mandarin,Weapons Master,Weapons Master
3334,Mandarin,Intelligence,Intelligence
3335,Mandarin,Cryokinesis,Cryokinesis
3336,Mandarin,Energy Blasts,Energy Blasts
3337,Mandarin,Weapon-based Powers,Weapon-based Powers
3338,Mandarin,Electrokinesis,Electrokinesis
3339,Mandarin,Energy Beams,Energy Beams
3340,Mandarin,Self-Sustenance,Self-Sustenance
3341,Mandarin,Mind Control,Mind Control
3342,Mandarin,Molecular Manipulation,Molecular Manipulation
3343,Mandarin,Levitation,Levitation
3344,Mantis,Accelerated Healing,Accelerated Healing
3345,Mantis,Durability,Durability
3346,Mantis,Flight,F l i g h t
3347,Mantis,Longevity,Longevity
3348,Mantis,Intelligence,Intelligence
3349,Mantis,Telepathy,Telepathy
3350,Mantis,Telekinesis,Telekinesis
3351,Mantis,Astral Projection,Astral Projection
3352,Mantis,Fire Control,Fire Control
3353,Mantis,Empathy,E m p a t h y
3354,Mantis,Precognition,Precognition
3355,Mantis,Regeneration,Regeneration
3356,Mantis,Telepathy Resistance,Telepathy Resistance
3357,Mantis,Plant Control,Plant Control
3358,Martian Manhunter,Agility,A g i l i t y
3359,Martian Manhunter,Durability,Durability
3360,Martian Manhunter,Stealth,S t e a l t h
3361,Martian Manhunter,Flight,F l i g h t
3362,Martian Manhunter,Marksmanship,Marksmanship
3363,Martian Manhunter,Intelligence,Intelligence
3364,Martian Manhunter,Super Strength,Super Strength
3365,Martian Manhunter,Telepathy,Telepathy
3366,Martian Manhunter,Size Changing,Size Changing
3367,Martian Manhunter,Stamina,S t a m i n a
3368,Martian Manhunter,Super Speed,Super Speed
3369,Martian Manhunter,Enhanced Senses,Enhanced Senses
3370,Martian Manhunter,Telekinesis,Telekinesis
3371,Martian Manhunter,Shapeshifting,Shapeshifting
3372,Martian Manhunter,Phasing,P h a s i n g
3373,Martian Manhunter,Astral Projection,Astral Projection
3374,Martian Manhunter,Reflexes,Reflexes
3375,Martian Manhunter,Invulnerability,Invulnerability
3376,Martian Manhunter,Self-Sustenance,Self-Sustenance
3377,Martian Manhunter,Mind Control,Mind Control
3378,Martian Manhunter,Enhanced Hearing,Enhanced Hearing
3379,Martian Manhunter,Intangibility,Intangibility
3380,Martian Manhunter,Regeneration,Regeneration
3381,Martian Manhunter,Illusions,Illusions
3382,Martian Manhunter,Vision - Telescopic,Vision - Telescopic
3383,Martian Manhunter,Toxin and Disease Resistance,"Toxin,Disease Resis"
3384,Martian Manhunter,Telepathy Resistance,Telepathy Resistance
3385,Martian Manhunter,Invisibility,Invisibility
3386,Martian Manhunter,Vision - Microscopic,Vision - Microscopic
3387,Martian Manhunter,Super Breath,Super Breath
3388,Martian Manhunter,Vision - Night,Vision - Night
3389,Martian Manhunter,Vision - Infrared,Vision - Infrared
3390,Martian Manhunter,Vision - Heat,Vision - Heat
3391,Martian Manhunter,Vision - X-Ray,Vision - X-Ray
3392,Martian Manhunter,Vision - Thermal,Vision - Thermal
3393,Marvel Girl,Energy Absorption,Energy Absorption
3394,Marvel Girl,Flight,F l i g h t
3395,Marvel Girl,Telepathy,Telepathy
3396,Marvel Girl,Energy Blasts,Energy Blasts
3397,Marvel Girl,Telekinesis,Telekinesis
3398,Marvel Girl,Astral Projection,Astral Projection
3399,Marvel Girl,Fire Control,Fire Control
3400,Marvel Girl,Force Fields,Force Fields
3401,Marvel Girl,Psionic Powers,Psionic Powers
3402,Marvel Girl,Energy Manipulation,Energy Manipulation
3403,Marvel Girl,Time Travel,Time Travel
3404,Master Brood,Accelerated Healing,Accelerated Healing
3405,Master Brood,Longevity,Longevity
3406,Master Brood,Immortality,Immortality
3407,Master Chief,Agility,A g i l i t y
3408,Master Chief,Accelerated Healing,Accelerated Healing
3409,Master Chief,Durability,Durability
3410,Master Chief,Marksmanship,Marksmanship
3411,Master Chief,Longevity,Longevity
3412,Master Chief,Stamina,S t a m i n a
3413,Master Chief,Super Speed,Super Speed
3414,Master Chief,Weapon-based Powers,Weapon-based Powers
3415,Master Chief,Enhanced Senses,Enhanced Senses
3416,Master Chief,Camouflage,Camouflage
3417,Master Chief,Force Fields,Force Fields
3418,Match,Accelerated Healing,Accelerated Healing
3419,Match,Durability,Durability
3420,Match,Energy Absorption,Energy Absorption
3421,Match,Flight,F l i g h t
3422,Match,Super Strength,Super Strength
3423,Match,Energy Blasts,Energy Blasts
3424,Match,Super Speed,Super Speed
3425,Match,Telekinesis,Telekinesis
3426,Match,Jump,J u m p
3427,Match,Invulnerability,Invulnerability
3428,Match,Enhanced Hearing,Enhanced Hearing
3429,Match,Vision - Telescopic,Vision - Telescopic
3430,Match,Super Breath,Super Breath
3431,Match,Vision - Heat,Vision - Heat
3432,Match,Vision - X-Ray,Vision - X-Ray
3433,Matt Parkman,Telepathy,Telepathy
3434,Maverick,Electrokinesis,Electrokinesis
3435,Maxima,Durability,Durability
3436,Maxima,Flight,F l i g h t
3437,Maxima,Super Strength,Super Strength
3438,Maxima,Stamina,S t a m i n a
3439,Maxima,Super Speed,Super Speed
3440,Maxima,Telekinesis,Telekinesis
3441,Maxima,Force Fields,Force Fields
3442,Maxima,Psionic Powers,Psionic Powers
3443,Maxima,Mind Control,Mind Control
3444,Maxima,Mind Blast,Mind Blast
3445,Maya Herrera,Substance Secretion,Substance Secretion
3446,Maya Herrera,Toxin and Disease Control,"Toxin,Disease Control"
3447,Medusa,Durability,Durability
3448,Medusa,Super Strength,Super Strength
3449,Medusa,Stamina,S t a m i n a
3450,Medusa,Super Speed,Super Speed
3451,Medusa,Telekinesis,Telekinesis
3452,Medusa,Reflexes,Reflexes
3453,Medusa,Hair Manipulation,Hair Manipulation
3454,Meltdown,Agility,A g i l i t y
3455,Meltdown,Energy Absorption,Energy Absorption
3456,Meltdown,Energy Blasts,Energy Blasts
3457,Meltdown,Energy Beams,Energy Beams
3458,Meltdown,Energy Constructs,Energy Constructs
3459,Meltdown,Psionic Powers,Psionic Powers
3460,Meltdown,Energy Manipulation,Energy Manipulation
3461,Mephisto,Accelerated Healing,Accelerated Healing
3462,Mephisto,Dimensional Awareness,Dimensional Awareness
3463,Mephisto,Durability,Durability
3464,Mephisto,Longevity,Longevity
3465,Mephisto,Super Strength,Super Strength
3466,Mephisto,Energy Blasts,Energy Blasts
3467,Mephisto,Stamina,S t a m i n a
3468,Mephisto,Super Speed,Super Speed
3469,Mephisto,Magic,M a g i c
3470,Mephisto,Dimensional Travel,Dimensional Travel
3471,Mephisto,Shapeshifting,Shapeshifting
3472,Mephisto,Immortality,Immortality
3473,Mephisto,Astral Projection,Astral Projection
3474,Mephisto,Self-Sustenance,Self-Sustenance
3475,Mephisto,Molecular Manipulation,Molecular Manipulation
3476,Mephisto,Illusions,Illusions
3477,Mephisto,Toxin and Disease Resistance,"Toxin,Disease Resis"
3478,Mera,Cold Resistance,Cold Resistance
3479,Mera,Durability,Durability
3480,Mera,Stealth,S t e a l t h
3481,Mera,Underwater breathing,Underwater breathing
3482,Mera,Super Strength,Super Strength
3483,Mera,Telepathy,Telepathy
3484,Mera,Super Speed,Super Speed
3485,Mera,Jump,J u m p
3486,Mera,Dimensional Travel,Dimensional Travel
3487,Mera,Reflexes,Reflexes
3488,Mera,Enhanced Hearing,Enhanced Hearing
3489,Mera,Water Control,Water Control
3490,Mera,Sub-Mariner,Sub-Mariner
3491,Mera,Vision - Night,Vision - Night
3492,Metallo,Durability,Durability
3493,Metallo,Super Strength,Super Strength
3494,Metallo,Size Changing,Size Changing
3495,Metallo,Stamina,S t a m i n a
3496,Metallo,Energy Beams,Energy Beams
3497,Metallo,Shapeshifting,Shapeshifting
3498,Metallo,Radiation Control,Radiation Control
3499,Metallo,Technopath/Cyberpath,Technopath/Cyberpath
3500,Metallo,Regeneration,Regeneration
3501,Metamorpho,Shapeshifting,Shapeshifting
3502,Metamorpho,Elemental Transmogrification,Elem Transmogrification
3503,Metamorpho,Natural Armor,Natural Armor
3504,Metamorpho,Natural Weapons,Natural Weapons
3505,Metron,Flight,F l i g h t
3506,Metron,Longevity,Longevity
3507,Metron,Intelligence,Intelligence
3508,Metron,Teleportation,Teleportation
3509,Metron,Time Travel,Time Travel
3510,Micah Sanders,Technopath/Cyberpath,Technopath/Cyberpath
3511,Michelangelo,Agility,A g i l i t y
3512,Michelangelo,Accelerated Healing,Accelerated Healing
3513,Michelangelo,Stealth,S t e a l t h
3514,Michelangelo,Marksmanship,Marksmanship
3515,Michelangelo,Weapons Master,Weapons Master
3516,Michelangelo,Stamina,S t a m i n a
3517,Michelangelo,Jump,J u m p
3518,Michelangelo,Reflexes,Reflexes
3519,Michelangelo,Natural Armor,Natural Armor
3520,Michelangelo,Sub-Mariner,Sub-Mariner
3521,Micro Lad,Size Changing,Size Changing
3522,Mimic,Durability,Durability
3523,Mimic,Flight,F l i g h t
3524,Mimic,Super Strength,Super Strength
3525,Mimic,Cryokinesis,Cryokinesis
3526,Mimic,Telepathy,Telepathy
3527,Mimic,Energy Blasts,Energy Blasts
3528,Mimic,Telekinesis,Telekinesis
3529,Mimic,Reflexes,Reflexes
3530,Mimic,Gliding,G l i d i n g
3531,Minna Murray,Durability,Durability
3532,Minna Murray,Super Strength,Super Strength
3533,Minna Murray,Super Speed,Super Speed
3534,Minna Murray,Jump,J u m p
3535,Minna Murray,Immortality,Immortality
3536,Misfit,Accelerated Healing,Accelerated Healing
3537,Misfit,Super Strength,Super Strength
3538,Misfit,Teleportation,Teleportation
3539,Miss Martian,Accelerated Healing,Accelerated Healing
3540,Miss Martian,Flight,F l i g h t
3541,Miss Martian,Super Strength,Super Strength
3542,Miss Martian,Telepathy,Telepathy
3543,Miss Martian,Energy Blasts,Energy Blasts
3544,Miss Martian,Size Changing,Size Changing
3545,Miss Martian,Density Control,Density Control
3546,Miss Martian,Stamina,S t a m i n a
3547,Miss Martian,Super Speed,Super Speed
3548,Miss Martian,Telekinesis,Telekinesis
3549,Miss Martian,Shapeshifting,Shapeshifting
3550,Miss Martian,Invulnerability,Invulnerability
3551,Miss Martian,Force Fields,Force Fields
3552,Miss Martian,Self-Sustenance,Self-Sustenance
3553,Miss Martian,Invisibility,Invisibility
3554,Miss Martian,Vision - X-Ray,Vision - X-Ray
3555,Mister Fantastic,Durability,Durability
3556,Mister Fantastic,Intelligence,Intelligence
3557,Mister Fantastic,Size Changing,Size Changing
3558,Mister Fantastic,Shapeshifting,Shapeshifting
3559,Mister Fantastic,Elasticity,Elasticity
3560,Mister Freeze,Cold Resistance,Cold Resistance
3561,Mister Freeze,Durability,Durability
3562,Mister Freeze,Longevity,Longevity
3563,Mister Freeze,Intelligence,Intelligence
3564,Mister Freeze,Super Strength,Super Strength
3565,Mister Freeze,Power Suit,Power Suit
3566,Mister Knife,Weapons Master,Weapons Master
3567,Mister Knife,Intelligence,Intelligence
3568,Mister Mxyzptlk,Agility,A g i l i t y
3569,Mister Mxyzptlk,Accelerated Healing,Accelerated Healing
3570,Mister Mxyzptlk,Dimensional Awareness,Dimensional Awareness
3571,Mister Mxyzptlk,Flight,F l i g h t
3572,Mister Mxyzptlk,Longevity,Longevity
3573,Mister Mxyzptlk,Intelligence,Intelligence
3574,Mister Mxyzptlk,Cryokinesis,Cryokinesis
3575,Mister Mxyzptlk,Energy Blasts,Energy Blasts
3576,Mister Mxyzptlk,Duplication,Duplication
3577,Mister Mxyzptlk,Density Control,Density Control
3578,Mister Mxyzptlk,Teleportation,Teleportation
3579,Mister Mxyzptlk,Telekinesis,Telekinesis
3580,Mister Mxyzptlk,Magic,M a g i c
3581,Mister Mxyzptlk,Dimensional Travel,Dimensional Travel
3582,Mister Mxyzptlk,Shapeshifting,Shapeshifting
3583,Mister Mxyzptlk,Immortality,Immortality
3584,Mister Mxyzptlk,Phasing,P h a s i n g
3585,Mister Mxyzptlk,Astral Projection,Astral Projection
3586,Mister Mxyzptlk,Fire Control,Fire Control
3587,Mister Mxyzptlk,Invulnerability,Invulnerability
3588,Mister Mxyzptlk,Energy Constructs,Energy Constructs
3589,Mister Mxyzptlk,Force Fields,Force Fields
3590,Mister Mxyzptlk,Elasticity,Elasticity
3591,Mister Mxyzptlk,Animation,Animation
3592,Mister Mxyzptlk,Molecular Manipulation,Molecular Manipulation
3593,Mister Mxyzptlk,Gravity Control,Gravity Control
3594,Mister Mxyzptlk,Levitation,Levitation
3595,Mister Mxyzptlk,Time Travel,Time Travel
3596,Mister Mxyzptlk,Time Manipulation,Time Manipulation
3597,Mister Mxyzptlk,Weather Control,Weather Control
3598,Mister Mxyzptlk,Reality Warping,Reality Warping
3599,Mister Sinister,Accelerated Healing,Accelerated Healing
3600,Mister Sinister,Durability,Durability
3601,Mister Sinister,Flight,F l i g h t
3602,Mister Sinister,Animal Attributes,Animal Attributes
3603,Mister Sinister,Longevity,Longevity
3604,Mister Sinister,Intelligence,Intelligence
3605,Mister Sinister,Super Strength,Super Strength
3606,Mister Sinister,Telepathy,Telepathy
3607,Mister Sinister,Energy Blasts,Energy Blasts
3608,Mister Sinister,Duplication,Duplication
3609,Mister Sinister,Size Changing,Size Changing
3610,Mister Sinister,Stamina,S t a m i n a
3611,Mister Sinister,Super Speed,Super Speed
3612,Mister Sinister,Animal Oriented Powers,Animal Oriented Powers
3613,Mister Sinister,Teleportation,Teleportation
3614,Mister Sinister,Telekinesis,Telekinesis
3615,Mister Sinister,Shapeshifting,Shapeshifting
3616,Mister Sinister,Reflexes,Reflexes
3617,Mister Sinister,Force Fields,Force Fields
3618,Mister Sinister,Self-Sustenance,Self-Sustenance
3619,Mister Sinister,Power Nullifier,Power Nullifier
3620,Mister Sinister,Mind Control,Mind Control
3621,Mister Sinister,Molecular Manipulation,Molecular Manipulation
3622,Mister Sinister,Mind Blast,Mind Blast
3623,Mockingbird,Agility,A g i l i t y
3624,Mockingbird,Accelerated Healing,Accelerated Healing
3625,Mockingbird,Durability,Durability
3626,Mockingbird,Stealth,S t e a l t h
3627,Mockingbird,Weapons Master,Weapons Master
3628,Mockingbird,Longevity,Longevity
3629,Mockingbird,Super Strength,Super Strength
3630,Mohinder Suresh,Super Strength,Super Strength
3631,Molten Man,Durability,Durability
3632,Molten Man,Super Strength,Super Strength
3633,Molten Man,Heat Generation,Heat Generation
3634,Molten Man,Heat Resistance,Heat Resistance
3635,Monarch,Flight,F l i g h t
3636,Monarch,Super Strength,Super Strength
3637,Monarch,Invulnerability,Invulnerability
3638,Monarch,Force Fields,Force Fields
3639,Monarch,Self-Sustenance,Self-Sustenance
3640,Monarch,Technopath/Cyberpath,Technopath/Cyberpath
3641,Monarch,Time Travel,Time Travel
3642,Monica Dawson,Photographic Reflexes,Photographic Reflexes
3643,Moon Knight,Marksmanship,Marksmanship
3644,Moon Knight,Weapons Master,Weapons Master
3645,Moon Knight,Super Strength,Super Strength
3646,Moon Knight,Stamina,S t a m i n a
3647,Moon Knight,Reflexes,Reflexes
3648,Moon Knight,Telepathy Resistance,Telepathy Resistance
3649,Moonstone,Durability,Durability
3650,Moonstone,Flight,F l i g h t
3651,Moonstone,Super Strength,Super Strength
3652,Moonstone,Energy Blasts,Energy Blasts
3653,Moonstone,Super Speed,Super Speed
3654,Moonstone,Intangibility,Intangibility
3655,Moonstone,Molecular Manipulation,Molecular Manipulation
3656,Moonstone,Light Control,Light Control
3657,Morlun,Agility,A g i l i t y
3658,Morlun,Durability,Durability
3659,Morlun,Super Strength,Super Strength
3660,Morlun,Stamina,S t a m i n a
3661,Morlun,Super Speed,Super Speed
3662,Morlun,Immortality,Immortality
3663,Morlun,Reflexes,Reflexes
3664,Moses Magnum,Seismic Power,Seismic Power
3665,Mr Immortal,Accelerated Healing,Accelerated Healing
3666,Mr Immortal,Longevity,Longevity
3667,Mr Immortal,Immortality,Immortality
3668,Mr Incredible,Durability,Durability
3669,Mr Incredible,Super Strength,Super Strength
3670,Mr Incredible,Stamina,S t a m i n a
3671,Mr Incredible,Super Speed,Super Speed
3672,Mr Incredible,Enhanced Senses,Enhanced Senses
3673,Mr Incredible,Jump,J u m p
3674,Mr Incredible,Invulnerability,Invulnerability
3675,Ms Marvel II,Durability,Durability
3676,Ms Marvel II,Super Strength,Super Strength
3677,Multiple Man,Duplication,Duplication
3678,Mysterio,Weapons Master,Weapons Master
3679,Mysterio,Intelligence,Intelligence
3680,Mysterio,Stamina,S t a m i n a
3681,Mysterio,Weapon-based Powers,Weapon-based Powers
3682,Mysterio,Magic,M a g i c
3683,Mysterio,Jump,J u m p
3684,Mysterio,Peak Human Condition,Peak Human Condition
3685,Mysterio,Animation,Animation
3686,Mysterio,Hypnokinesis,Hypnokinesis
3687,Mysterio,Power Suit,Power Suit
3688,Mysterio,Illusions,Illusions
3689,Mysterio,Sonar,S o n a r
3690,Mysterio,Web Creation,Web Creation
3691,Mystique,Agility,A g i l i t y
3692,Mystique,Accelerated Healing,Accelerated Healing
3693,Mystique,Stealth,S t e a l t h
3694,Mystique,Marksmanship,Marksmanship
3695,Mystique,Weapons Master,Weapons Master
3696,Mystique,Longevity,Longevity
3697,Mystique,Intelligence,Intelligence
3698,Mystique,Super Strength,Super Strength
3699,Mystique,Stamina,S t a m i n a
3700,Mystique,Shapeshifting,Shapeshifting
3701,Mystique,Molecular Manipulation,Molecular Manipulation
3702,Mystique,Toxin and Disease Resistance,"Toxin,Disease Resis"
3703,Mystique,Telepathy Resistance,Telepathy Resistance
3704,Namor,Agility,A g i l i t y
3705,Namor,Accelerated Healing,Accelerated Healing
3706,Namor,Cold Resistance,Cold Resistance
3707,Namor,Durability,Durability
3708,Namor,Flight,F l i g h t
3709,Namor,Underwater breathing,Underwater breathing
3710,Namor,Longevity,Longevity
3711,Namor,Intelligence,Intelligence
3712,Namor,Super Strength,Super Strength
3713,Namor,Telepathy,Telepathy
3714,Namor,Stamina,S t a m i n a
3715,Namor,Super Speed,Super Speed
3716,Namor,Enhanced Senses,Enhanced Senses
3717,Namor,Reflexes,Reflexes
3718,Namor,Animal Control,Animal Control
3719,Namor,Sub-Mariner,Sub-Mariner
3720,Namor,Radiation Absorption,Radiation Absorption
3721,Namora,Accelerated Healing,Accelerated Healing
3722,Namora,Durability,Durability
3723,Namora,Flight,F l i g h t
3724,Namora,Underwater breathing,Underwater breathing
3725,Namora,Longevity,Longevity
3726,Namora,Super Strength,Super Strength
3727,Namora,Telepathy,Telepathy
3728,Namora,Stamina,S t a m i n a
3729,Namora,Super Speed,Super Speed
3730,Namora,Reflexes,Reflexes
3731,Namorita,Agility,A g i l i t y
3732,Namorita,Accelerated Healing,Accelerated Healing
3733,Namorita,Durability,Durability
3734,Namorita,Flight,F l i g h t
